18.82,2.25,0.00,12.00,10.00,33.00,60.00,100.00,60.00,0.00,30.00,7.00,1.00 
19.55,2.08,0.00,5.00,14.00,12.00,80.00,175.00,30.00,20.00,10.00,0.00,1.00 
19.37,1.10,0.00,1.00,8.00,22.00,60.00,205.00,60.00,0.00,35.00,5.00,1.00 
17.02,1.63,0.00,5.00,5.00,28.00,0.00,235.00,45.00,40.00,25.00,31.00,1.00 
10.85,2.73,0.00,13.00,8.00,30.00,0.00,220.00,30.00,0.00,35.00,8.00,1.00 
18.03,2.65,0.00,4.00,0.00,16.00,80.00,160.00,90.00,60.00,40.00,22.00,1.00 
19.32,1.20,0.00,4.00,14.00,16.00,20.00,175.00,15.00,0.00,20.00,7.00,1.00 
19.49,2.69,0.00,7.00,0.00,0.00,0.00,115.00,75.00,0.00,20.00,5.00,1.00 
10.60,2.19,0.00,6.00,10.00,23.00,0.00,115.00,45.00,0.00,10.00,16.00,1.00 
17.98,2.30,0.00,6.00,7.00,40.00,0.00,205.00,30.00,0.00,20.00,33.00,1.00 
17.52,2.40,0.00,0.00,1.00,17.00,0.00,190.00,45.00,20.00,10.00,18.00,1.00 
19.50,2.68,0.00,8.00,2.00,13.00,100.00,190.00,75.00,80.00,15.00,34.00,1.00 
18.80,2.77,0.00,20.00,2.00,21.00,60.00,130.00,60.00,0.00,15.00,29.00,1.00 
18.08,1.83,0.00,10.00,3.00,25.00,0.00,145.00,30.00,40.00,20.00,11.00,1.00 
10.71,2.84,0.00,1.00,5.00,35.00,80.00,130.00,15.00,0.00,30.00,34.00,1.00 
19.16,1.88,0.00,6.00,3.00,36.00,20.00,115.00,30.00,0.00,10.00,26.00,1.00 
19.76,2.42,0.00,4.00,8.00,27.00,0.00,205.00,15.00,20.00,15.00,1.00,1.00 
20.14,1.96,0.00,13.00,8.00,22.00,60.00,190.00,60.00,0.00,30.00,0.00,1.00 
18.59,3.10,0.00,7.00,1.00,24.00,40.00,160.00,45.00,20.00,30.00,35.00,1.00 
19.54,2.76,0.00,0.00,10.00,19.00,80.00,100.00,45.00,0.00,15.00,20.00,1.00 
19.24,1.30,0.00,0.00,2.00,11.00,0.00,160.00,75.00,0.00,15.00,7.00,1.00 
19.28,1.89,0.00,20.00,2.00,17.00,20.00,145.00,90.00,0.00,25.00,35.00,1.00 
17.58,2.73,0.00,7.00,20.00,29.00,0.00,130.00,30.00,80.00,30.00,26.00,1.00 
19.68,2.17,0.00,1.00,3.00,44.00,60.00,175.00,45.00,20.00,15.00,0.00,1.00 
20.34,1.61,0.00,6.00,7.00,30.00,40.00,250.00,90.00,0.00,30.00,36.00,1.00 
20.68,2.65,0.00,0.00,3.00,30.00,0.00,100.00,30.00,0.00,40.00,8.00,1.00 
20.05,2.47,0.00,0.00,7.00,30.00,80.00,250.00,75.00,0.00,15.00,39.00,1.00 
20.29,0.80,0.00,11.00,6.00,23.00,0.00,190.00,45.00,80.00,30.00,18.00,1.00 
20.53,1.97,0.00,1.00,10.00,16.00,40.00,205.00,60.00,0.00,30.00,0.00,1.00 
20.04,2.24,0.00,0.00,9.00,32.00,0.00,220.00,90.00,0.00,20.00,22.00,1.00 
20.79,2.71,0.00,12.00,21.00,21.00,0.00,205.00,60.00,60.00,20.00,12.00,1.00 
19.87,2.82,0.00,5.00,2.00,40.00,60.00,160.00,60.00,40.00,35.00,7.00,1.00 
17.96,2.76,0.00,7.00,0.00,15.00,0.00,160.00,60.00,40.00,40.00,38.00,1.00 
20.58,0.60,0.00,22.00,0.00,47.00,80.00,205.00,45.00,0.00,25.00,0.00,1.00 
19.73,2.07,0.00,4.00,2.00,26.00,20.00,160.00,90.00,80.00,25.00,34.00,1.00 
20.85,1.56,0.00,1.00,4.00,0.00,40.00,160.00,75.00,0.00,25.00,35.00,1.00 
20.27,1.65,0.00,13.00,8.00,36.00,0.00,235.00,60.00,60.00,30.00,23.00,1.00 
20.41,2.68,0.00,0.00,3.00,40.00,20.00,175.00,15.00,60.00,35.00,15.00,1.00 
20.81,2.46,0.00,8.00,4.00,32.00,0.00,235.00,45.00,20.00,15.00,20.00,1.00 
20.89,1.89,0.00,6.00,3.00,28.00,10.00,175.00,60.00,0.00,35.00,9.00,1.00 
20.14,2.68,0.00,5.00,25.00,16.00,0.00,115.00,90.00,60.00,35.00,18.00,1.00 
20.61,1.75,0.00,7.00,10.00,38.00,20.00,220.00,45.00,0.00,15.00,12.00,1.00 
21.06,2.83,0.00,3.00,3.00,32.00,40.00,235.00,60.00,0.00,15.00,29.00,1.00 
20.94,2.25,0.00,9.00,9.00,15.00,20.00,235.00,30.00,60.00,15.00,29.00,1.00 
20.90,2.82,3600.00,7.00,21.00,0.00,0.00,100.00,160.00,240.00,60.00,0.00,0.00 
21.51,7.93,0.00,55.00,10.00,0.00,60.00,50.00,80.00,320.00,50.00,0.00,0.00 
21.13,5.53,0.00,49.00,17.00,11.00,180.00,80.00,80.00,240.00,45.00,0.00,0.00 
17.92,5.09,1500.00,45.00,24.00,5.00,0.00,30.00,0.00,160.00,0.00,0.00,0.00 
1.51,3.64,0.00,30.00,31.00,10.00,40.00,50.00,0.00,80.00,80.00,0.00,0.00 
24.00,1.77,0.00,37.00,35.00,5.00,120.00,20.00,0.00,0.00,0.00,0.00,0.00 
24.00,5.36,0.00,15.00,2.00,8.00,260.00,0.00,320.00,0.00,50.00,0.00,0.00 
14.45,0.83,3400.00,33.00,23.00,24.00,100.00,60.00,80.00,240.00,380.00,6.00,0.00 
2.64,5.98,0.00,52.00,35.00,9.00,120.00,40.00,320.00,240.00,45.00,0.00,0.00 
6.65,3.44,0.00,38.00,38.00,29.00,280.00,70.00,0.00,240.00,10.00,0.00,0.00 
14.95,0.82,0.00,42.00,49.00,40.00,320.00,20.00,320.00,240.00,280.00,2.00,0.00 
23.11,7.40,400.00,33.00,6.00,5.00,60.00,40.00,320.00,240.00,0.00,0.00,0.00 
0.43,6.00,200.00,32.00,27.00,42.00,80.00,40.00,80.00,320.00,0.00,18.00,0.00 
10.46,6.83,0.00,20.00,17.00,48.00,140.00,80.00,240.00,160.00,0.00,3.00,0.00 
3.90,7.63,0.00,45.00,45.00,5.00,140.00,20.00,240.00,240.00,0.00,0.00,0.00 
20.80,5.23,1700.00,10.00,37.00,33.00,80.00,0.00,320.00,320.00,20.00,5.00,0.00 
10.66,3.75,0.00,41.00,32.00,5.00,80.00,30.00,160.00,320.00,200.00,20.00,0.00 
8.98,5.78,0.00,44.00,26.00,5.00,320.00,20.00,320.00,320.00,0.00,14.00,0.00 
10.93,3.84,0.00,10.00,27.00,10.00,140.00,50.00,240.00,80.00,80.00,7.00,0.00 
0.76,1.95,0.00,9.00,39.00,10.00,220.00,60.00,240.00,80.00,220.00,12.00,0.00 
7.82,5.82,0.00,4.00,9.00,32.00,280.00,10.00,160.00,80.00,30.00,17.00,0.00 
22.16,0.69,0.00,4.00,36.00,5.00,180.00,60.00,0.00,320.00,0.00,0.00,0.00 
9.02,2.58,100.00,8.00,48.00,5.00,0.00,220.00,80.00,0.00,0.00,14.00,0.00 
1.77,5.16,700.00,3.00,41.00,38.00,70.00,0.00,160.00,0.00,60.00,1.00,0.00 
11.24,6.50,700.00,24.00,31.00,24.00,30.00,140.00,80.00,80.00,340.00,12.00,0.00 
23.22,1.89,800.00,28.00,40.00,40.00,70.00,0.00,320.00,320.00,0.00,0.00,0.00 
1.19,5.78,400.00,45.00,49.00,45.00,50.00,0.00,0.00,0.00,380.00,0.00,0.00 
2.64,4.08,500.00,18.00,4.00,39.00,80.00,140.00,0.00,80.00,360.00,0.00,0.00 
13.40,4.82,1100.00,55.00,49.00,5.00,20.00,210.00,240.00,240.00,0.00,0.00,0.00 
9.62,2.67,0.00,58.00,16.00,35.00,80.00,150.00,240.00,80.00,340.00,8.00,0.00 
16.98,3.12,0.00,59.00,30.00,43.00,20.00,290.00,0.00,80.00,30.00,0.00,0.00 
0.91,7.86,0.00,23.00,33.00,5.00,20.00,0.00,80.00,0.00,15.00,5.00,0.00 
11.54,6.04,0.00,19.00,41.00,5.00,60.00,30.00,240.00,80.00,20.00,0.00,0.00 
2.40,7.49,0.00,37.00,29.00,41.00,60.00,70.00,240.00,320.00,160.00,0.00,0.00 
4.82,2.32,0.00,55.00,23.00,5.00,20.00,50.00,320.00,160.00,100.00,2.00,0.00 
9.46,6.74,0.00,40.00,13.00,49.00,40.00,20.00,320.00,240.00,0.00,58.00,0.00 
11.29,5.74,0.00,34.00,19.00,16.00,50.00,240.00,320.00,80.00,0.00,9.00,0.00 
11.79,0.18,100.00,7.00,39.00,5.00,80.00,50.00,0.00,0.00,20.00,0.00,0.00 
16.53,4.47,0.00,17.00,11.00,36.00,10.00,280.00,240.00,80.00,20.00,0.00,0.00 
17.29,1.07,0.00,3.00,26.00,4.00,70.00,0.00,0.00,240.00,10.00,5.00,0.00 
8.82,7.74,0.00,26.00,37.00,5.00,220.00,130.00,0.00,80.00,0.00,0.00,0.00 
23.82,1.98,0.00,7.00,18.00,5.00,60.00,10.00,320.00,240.00,0.00,0.00,0.00 
19.60,2.05,0.00,41.00,42.00,40.00,300.00,240.00,0.00,0.00,340.00,0.00,0.00 
22.72,5.17,200.00,24.00,43.00,11.00,320.00,260.00,0.00,160.00,80.00,68.00,0.00 
17.05,2.93,0.00,28.00,12.00,34.00,220.00,100.00,0.00,240.00,60.00,0.00,0.00 
16.45,1.73,0.00,48.00,37.00,47.00,260.00,280.00,320.00,160.00,200.00,0.00,0.00 
22.42,6.24,0.00,38.00,17.00,32.00,100.00,50.00,80.00,240.00,0.00,0.00,0.00 
4.39,3.83,0.00,30.00,43.00,37.00,220.00,170.00,80.00,320.00,240.00,17.00,0.00 
23.91,3.59,0.00,5.00,10.00,5.00,200.00,210.00,160.00,80.00,0.00,0.00,0.00 
6.48,3.09,0.00,26.00,7.00,5.00,320.00,250.00,240.00,0.00,0.00,14.00,0.00 
4.96,2.55,0.00,8.00,46.00,22.00,180.00,140.00,320.00,160.00,58.00,0.00,0.00 
11.85,5.92,0.00,44.00,3.00,5.00,160.00,40.00,60.00,240.00,60.00,14.00,0.00 
19.89,7.04,100.00,37.00,25.00,30.00,220.00,0.00,0.00,0.00,15.00,0.00,0.00 
19.48,6.56,0.00,57.00,7.00,30.00,240.00,60.00,70.00,0.00,20.00,0.00,0.00 
2.23,5.58,0.00,6.00,11.00,19.00,160.00,90.00,80.00,80.00,140.00,0.00,0.00 
20.41,4.41,0.00,57.00,44.00,39.00,140.00,170.00,30.00,80.00,240.00,0.00,0.00 
0.94,3.54,0.00,40.00,25.00,20.00,60.00,30.00,10.00,0.00,0.00,0.00,0.00 
8.90,5.73,0.00,38.00,27.00,16.00,120.00,290.00,30.00,0.00,25.00,38.14,0.00 
1.13,5.92,0.00,26.00,33.00,3.00,140.00,300.00,60.00,320.00,240.00,0.00,0.00 
8.91,1.15,0.00,32.00,20.00,2.00,220.00,160.00,20.00,80.00,340.00,12.00,0.00 
6.65,7.05,0.00,3.00,47.00,5.00,180.00,100.00,50.00,320.00,0.00,0.00,0.00 
3.67,2.28,200.00,46.00,43.00,10.00,160.00,200.00,0.00,240.00,35.00,0.00,0.00 
23.35,5.59,0.00,21.00,32.00,42.00,220.00,110.00,30.00,320.00,100.00,0.00,0.00 
19.75,0.27,0.00,33.00,46.00,29.00,40.00,30.00,40.00,160.00,20.00,0.00,0.00 
6.03,4.87,0.00,36.00,37.00,50.00,180.00,100.00,50.00,160.00,360.00,0.00,0.00 
16.49,2.88,0.00,19.00,12.00,12.00,60.00,90.00,10.00,0.00,0.00,0.00,0.00 
17.31,4.59,0.00,43.00,16.00,47.00,80.00,80.00,50.00,0.00,40.00,13.00,0.00 
22.27,0.87,0.00,41.00,35.00,12.00,100.00,20.00,20.00,60.00,20.00,0.00,0.00 
9.78,1.77,0.00,47.00,44.00,5.00,120.00,40.00,60.00,40.00,30.00,0.00,0.00 
18.46,0.99,0.00,59.00,40.00,5.00,160.00,150.00,20.00,40.00,20.00,0.00,0.00 
0.57,4.11,0.00,29.00,14.00,40.00,140.00,170.00,0.00,0.00,400.00,0.00,0.00 
3.66,5.70,0.00,4.00,18.00,26.00,300.00,90.00,60.00,40.00,40.00,0.00,0.00 
4.50,3.06,0.00,39.00,38.00,14.00,40.00,170.00,70.00,0.00,0.00,0.00,0.00 
2.02,4.62,0.00,16.00,19.00,30.00,120.00,60.00,0.00,20.00,60.00,0.00,0.00 
4.85,7.33,0.00,32.00,6.00,31.00,0.00,150.00,160.00,40.00,0.00,0.00,0.00 
23.45,0.48,0.00,45.00,26.00,5.00,40.00,90.00,160.00,60.00,200.00,0.00,0.00 
23.43,3.58,0.00,5.00,43.00,17.00,240.00,10.00,320.00,0.00,60.00,0.00,0.00 
1.55,0.32,0.00,27.00,21.00,5.00,0.00,320.00,80.00,0.00,80.00,0.00,0.00 
18.48,4.43,0.00,51.00,2.00,30.00,180.00,260.00,0.00,0.00,300.00,0.00,0.00 
20.36,2.09,0.00,50.00,44.00,4.00,160.00,0.00,0.00,0.00,0.00,0.00,0.00 
0.94,0.94,0.00,43.00,32.00,5.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00 
